split_name,case_id,date,ticker,feature,weight,abs_weight,y_true,y_pred
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,0.11 < 10-day momentum <= 0.60,2.3882407967840478,2.3882407967840478,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,10-day return volatility > 0.31,2.3876541305828742,2.3876541305828742,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,-0.67 < 20-day average Trading volume <= -0.39,2.3077730813001818,2.3077730813001818,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,-0.51 < 20-day average return <= 0.13,2.2548303392564737,2.2548303392564737,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,Volume change > 0.47,2.2449288793168862,2.2449288793168862,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,5-day return volatility > 0.35,2.133557356430031,2.133557356430031,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,Asset indicator: IWM > 0.25,2.112827733480714,2.112827733480714,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,-0.48 < 5-day average return <= 0.09,2.0746169459124713,2.0746169459124713,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,60-day average return <= -0.48,2.033418998514533,2.033418998514533,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,-0.38 < Trading volume <= 0.34,2.0167663806831597,2.0167663806831597,-0.014605767093598843,1167.63671875
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,60-day momentum > 0.62,-0.037456936188300045,0.037456936188300045,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,MACD signal (9) > 0.49,0.03639880787870616,0.03639880787870616,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,60-day average return > 0.62,0.0350810746795496,0.0350810746795496,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,"MACD (12, 26) > 0.53",-0.02888268440696998,0.02888268440696998,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,20-day average return > 0.61,-0.02845419737720333,0.02845419737720333,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,0.09 < 5-day average return <= 0.60,0.024758910790373255,0.024758910790373255,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,20-day return volatility > 0.30,-0.013205060431633978,0.013205060431633978,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,0.11 < 10-day momentum <= 0.60,-0.012205256571467905,0.012205256571467905,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,Asset indicator: SPY <= 0.00,-0.011819420265987183,0.011819420265987183,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,0.12 < 10-day average return <= 0.61,0.011451040835733294,0.011451040835733294,0.0012918146094307303,-0.14293530583381653
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,5-day average return <= -0.48,-0.07516218864674759,0.07516218864674759,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,MACD signal (9) > 0.49,0.043012121797843965,0.043012121797843965,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,5-day momentum <= -0.49,0.019944660465739693,0.019944660465739693,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,10-day return volatility > 0.31,0.017609317916088888,0.017609317916088888,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,20-day average return <= -0.51,0.016759861391477227,0.016759861391477227,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,1-day simple return <= -0.47,-0.013777690545235317,0.013777690545235317,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,0.12 < 60-day momentum <= 0.62,-0.013058455200802923,0.013058455200802923,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,0.15 < 60-day average return <= 0.62,0.012355989079265495,0.012355989079265495,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,20-day average Trading volume <= -0.67,0.011506865262931102,0.011506865262931102,0.012663067318499088,0.1457071155309677
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,10-day average return <= -0.51,-0.011032918126028883,0.011032918126028883,0.012663067318499088,0.1457071155309677
