,portfolio_mean,portfolio_std
net_ann_return,0.11187948004907948,0.32475121379479266
net_ann_vol,0.1296261279355686,0.07009430863246327
net_sharpe,0.9000949027522376,2.0078719376269407
net_sortino,1.656364357628245,3.154127797994142
net_cumulative_return,0.01841885116745325,0.07811990306883158
net_max_drawdown,-0.06313252415942328,0.057602049136650284
turnover_total,1.5932521380434006,0.5769758079114193
tc_total,0.0015932521380434008,0.0005769758079114194
