date,Equal-weight (1/N),Markowitz,Black-Litterman,DNN-only,DNN+RL
2020-07-01,0.9988356848955154,1.000636564731598,1.0002994382560253,1.0036250952240815,1.0003801199275442
2020-07-02,1.0042298461086818,1.0034649354918423,1.003697445155031,1.0094466978122811,1.0053429291365077
2020-07-06,1.012998412999105,1.0071957410201382,1.007524944765385,1.0214694402667324,1.0134051197045366
2020-07-07,1.0057500911835848,1.011534749485921,1.0114083852698526,1.0147440341852338,1.008525863558316
2020-07-08,1.0106563643526696,1.012205101942412,1.0121587412722608,1.020417195954418,1.012657381948677
2020-07-09,1.0052562415634094,1.019570061702868,1.018921658254127,1.0175903585813313,1.0100317101046037
2020-07-10,1.0132970794758025,1.0206602954405126,1.020063590689485,1.0251337457997505,1.016641386646874
2020-07-13,1.0071066067860572,1.01915005156559,1.0187931360814442,1.0190740700090903,1.0114216991381182
2020-07-14,1.0185994919418568,1.0253122064911078,1.0251378144545662,1.0304155433053868,1.02185189863604
2020-07-15,1.031964150277449,1.0262089351896169,1.0262605732382752,1.0376204541962164,1.032157550937134
2020-07-16,1.029148828763484,1.027781534107323,1.0274945645420064,1.035105166728736,1.030235347446395
2020-07-17,1.0316204226565673,1.027681752918194,1.0277127042276275,1.037764393797993,1.0322289933015412
2020-07-20,1.0344891169255337,1.0325195681807129,1.032206935525496,1.0443439857678976,1.0358176954067602
2020-07-21,1.0393884946892882,1.0337686933735608,1.0334459623408687,1.0462417586528494,1.039700689823285
2020-07-22,1.0424754889562526,1.0379762016374945,1.0373245703702312,1.0509933018986903,1.0431467789833295
2020-07-23,1.0406011760853555,1.0402971996385733,1.0400752883846385,1.044054060968712,1.041690969116908
2020-07-24,1.0336538865689329,1.0375807549066842,1.037461368868133,1.0388038031229383,1.03576243348812
2020-07-27,1.040658546608998,1.0382966931082964,1.0388089559743106,1.045472152815608,1.0415188726065907
2020-07-28,1.0365531714143752,1.0399730221766523,1.0404801663490144,1.0414688325217856,1.0385942354377993
2020-07-29,1.0477352842238614,1.0440260443264784,1.0443419252941402,1.051113177648643,1.048185184647873
2020-07-30,1.0436250042384585,1.0466635000665665,1.0457585238695692,1.046928807539071,1.045341127760273
2020-07-31,1.0375079456664018,1.0495680178307354,1.0447480843965518,1.040059534031615,1.0428190937828952
2020-08-03,1.047287647812064,1.0493162548725092,1.0461575136996564,1.0498632878236425,1.0447328932465034
2020-08-04,1.054043961331142,1.056938757273762,1.0539783352948409,1.0566362174380852,1.052698855548656
2020-08-05,1.0594893661781917,1.0540201646570262,1.0506795470381318,1.06209501440585,1.050079803028764
2020-08-06,1.0629266314150905,1.0603710679795508,1.0562669399466835,1.0655407330584774,1.055290769725996
2020-08-07,1.0644823540628594,1.0564343780967598,1.051705157714578,1.0671002817625423,1.0514778799907296
2020-08-10,1.0677262488303574,1.054862095033798,1.0501813494372616,1.0703521543813728,1.0503251868232522
2020-08-11,1.061772528123398,1.0438567373146643,1.0408017062713242,1.06438379143042,1.041110083174986
2020-08-12,1.0700249075616617,1.0439811996221964,1.0420092934271128,1.07265646630396,1.0418575486250212
2020-08-13,1.064937029186486,1.0365310394833864,1.0342274211064173,1.0675560750884538,1.03405348599901
2020-08-14,1.0621021953146457,1.034113791500634,1.0310082175213535,1.0647142693865133,1.030780844019282
2020-08-17,1.0669895624250578,1.036986343507688,1.0344446327377312,1.0696136562111913,1.0343286827911944
2020-08-18,1.066759466547598,1.0423326911941095,1.0394146378980822,1.0693829944489437,1.038711236149352
2020-08-19,1.062813597800057,1.036687268347024,1.033748052932984,1.0654274214549635,1.0332565844293982
2020-08-20,1.064096249124416,1.0436003886694325,1.0398108377191666,1.0667132272594493,1.0389401889647705
2020-08-21,1.0633142971824852,1.0488336379176526,1.043886966683902,1.0659293522291358,1.0424423376456389
2020-08-24,1.0718688855245009,1.0520623435243563,1.0475050776426231,1.074504979241914,1.0460831686467442
2020-08-25,1.0712114902293084,1.0487038014258412,1.0437782454230076,1.0738459671859115,1.042231242934441
2020-08-26,1.0727520432529003,1.0505020080662433,1.0450119497518666,1.0753903089584838,1.0426400805513885
2020-08-27,1.0666971818051003,1.0406999117378215,1.03362198436328,1.0693205565268724,1.0312458486666358
2020-08-28,1.0723670490767343,1.042923793746355,1.0359113622416676,1.0750043679494146,1.0336309297138382
2020-08-31,1.0682456127595013,1.0455683364424466,1.038113428743728,1.0753798969143782,1.0349721937705216
2020-09-01,1.0771616271347055,1.0566827898006492,1.048474803726769,1.0859069594671733,1.044974378260662
2020-09-02,1.0893631809721949,1.068832476268928,1.0604411852278286,1.097291819516639,1.0564545938010663
2020-09-03,1.06656526924186,1.0559411604965157,1.048625759830386,1.0864992253967132,1.0450035534780109
2020-09-04,1.0579982895330862,1.0404621070250997,1.0340341983817278,1.072216953745157,1.0312967352972184
2020-09-08,1.044068925317741,1.0329267454504385,1.0277587622630424,1.067762761411715,1.0258204373317998
2020-09-09,1.0573496103987128,1.039420401457025,1.0341339574169035,1.0736675528408184,1.032192381691749
2020-09-10,1.0475684488797885,1.0353711685946363,1.0305605506231967,1.0709171596331302,1.028839214973967
2020-09-11,1.0491283392025943,1.0369068084773705,1.0328482447283085,1.0728335215465403,1.0310731844534275
2020-09-14,1.0608947526679482,1.0423319794285832,1.0376276334108638,1.079220238038077,1.0366234025810197
2020-09-15,1.0638018052588378,1.0429173602436463,1.0383229667765033,1.079572580222372,1.0372955737551957
2020-09-16,1.0644664429748167,1.0393929205765564,1.035134710669924,1.0784275929623903,1.0352784017335053
2020-09-17,1.0613622914443994,1.0376423122732887,1.0342103697264675,1.0782885782767766,1.034787523560556
2020-09-18,1.054650464941603,1.0309291492004826,1.027796304387699,1.0730880682672022,1.029047817353298
2020-09-21,1.0371377847461751,1.0294783334284092,1.02521380104028,1.0661257477772794,1.0237074812552218
2020-09-22,1.0414898344485497,1.0331836222842643,1.0280660560108714,1.0681181959370996,1.0260237258226872
2020-09-23,1.0258685261113745,1.024429368229891,1.020542386785941,1.0602412296595458,1.0183827413129865
2020-09-24,1.0272899994730162,1.0278759788205492,1.0236884885847752,1.0629198510027318,1.0211238939487262
2020-09-25,1.0364712588476932,1.0345230655539697,1.0292866780617278,1.0679863556127538,1.026330449326639
2020-09-28,1.0503290106774086,1.0396297218672783,1.0342434219166574,1.0741836310403745,1.0321141908159552
2020-09-29,1.047724366622818,1.0380841965060363,1.0330562292773378,1.0733409164355343,1.0311071080053649
