date,Equal-weight (1/N),Markowitz,Black-Litterman,DNN-only,DNN+RL
2022-12-30,0.992296444416046,0.9933182587623596,0.9933182587623596,0.992296444416046,0.9938814809878388
2023-01-03,0.9968124825322195,0.9943200781102696,0.9943200781102696,0.9968124825322195,0.995971590591338
2023-01-04,1.0085663052750335,1.0042111389515922,1.0042111389515922,1.0085663052750335,1.007507081295871
2023-01-05,1.0015248723810986,0.9933233725987152,0.9933233725987152,1.0015248723810986,0.9988384470459848
2023-01-06,1.0239026686762394,1.0171587531935702,1.0171587531935702,1.0239026686762394,1.0216503490594535
2023-01-09,1.0266424442462276,1.0185447316177174,1.0185447316177174,1.0266424442462276,1.023975589051693
2023-01-10,1.0287396849225734,1.0240214047235012,1.0240214047235012,1.0287396849225734,1.0292414374309398
2023-01-11,1.0413269135653482,1.0348964611421634,1.0348964611421634,1.0413269135653482,1.0413427449899568
2023-01-12,1.0556122179399563,1.043264179399031,1.043264179399031,1.0556122179399563,1.055022928487238
2023-01-13,1.0572867703490871,1.0478932602518072,1.0478932602518072,1.0572867703490871,1.0584551831469695
2023-01-17,1.055593586174547,1.0480487839226014,1.0480487839226014,1.055593586174547,1.057416612913037
2023-01-18,1.0526233085186518,1.0366396732227965,1.0366396732227965,1.0526233085186518,1.0499908469455457
2023-01-19,1.0461297628840494,1.031464660602393,1.031464660602393,1.0461297628840494,1.0432979528506228
2023-01-20,1.0533756630477489,1.0466277889947757,1.0466277889947757,1.0533756630477489,1.054161837931259
2023-01-23,1.0596302085028415,1.0558724807661786,1.0558724807661786,1.0596302085028415,1.0622490128246649
2023-01-24,1.062255265332798,1.0546592720320105,1.0546592720320105,1.062255265332798,1.0630055312529405
2023-01-25,1.0654903946838066,1.0576809259240705,1.0576809259240705,1.0654903946838066,1.0662954526912292
2023-01-26,1.0689790417116192,1.06500958888543,1.06500958888543,1.0689790417116192,1.0710343364611496
2023-01-27,1.069842586232493,1.065646466195907,1.065646466195907,1.069842586232493,1.0726516028483954
2023-01-30,1.0600665049559492,1.0548857414030972,1.0548857414030972,1.0600665049559492,1.06179232465346
