date,Markowitz,Black-Litterman,DNN-only,DNN+RL
2020-04-01,0.9894045343399048,0.9894704537892342,0.9631319364309312,0.9454918413246756
2020-04-02,1.0023039576658193,1.002031106934521,0.9772089988127912,0.95942064106657
2020-04-03,0.9979396871744932,0.996843973391404,0.9617575355073442,0.9368585137591652
2020-04-06,1.0231874800791918,1.0206843731819195,1.008441973471876,0.997052512550601
2020-04-07,1.0171754817857186,1.015145028760261,1.0081188939092471,1.0000449799754876
2020-04-08,1.0263930816585465,1.021816545803271,1.028297386339749,1.028939713169468
2020-04-09,1.0337596957273147,1.0298932045775613,1.0507971775646925,1.0629419757216505
2020-04-13,1.0243212714271357,1.0204489774720895,1.0363815808421704,1.0439372270369558
2020-04-14,1.0362553489423527,1.031169010333269,1.0538250691839082,1.0647013309787603
2020-04-15,1.0439179191258308,1.0377842315151729,1.0362283109151151,1.030055002578154
2020-04-16,1.0530456401928867,1.0464238404274269,1.038606148494654,1.0275747732328735
2020-04-17,1.0559557295338582,1.0492647820692236,1.0604639082784095,1.062122485449503
2020-04-20,1.0536109677600305,1.047215376477777,1.0508504371643732,1.048339708626205
2020-04-21,1.0487745305238227,1.0435246508051164,1.0347894877048651,1.0253727028252129
2020-04-22,1.0516565885905589,1.045850934801394,1.045402789685014,1.040118942314233
2020-04-23,1.0549761374533324,1.0488412596685983,1.048525810084764,1.0440439973652
2020-04-24,1.0623434320167364,1.0559193996572602,1.0603293700822911,1.0589240511443154
2020-04-27,1.0566058888678334,1.05009277405304,1.0732250800183982,1.0853368099268643
2020-04-28,1.0619604317932487,1.056660261448482,1.0809948429781238,1.095581372442767
2020-04-29,1.0697742761802471,1.0643149220544197,1.1067198146766084,1.134714327297209
2020-04-30,1.0582949687030017,1.0516986140140012,1.0846466885901396,1.1038085653981786
2020-05-01,1.052525938174118,1.0462277876027914,1.076749776352161,1.086374194283546
2020-05-04,1.0507164223909082,1.044213138189442,1.074674286638365,1.0860166429230635
2020-05-05,1.050564600613615,1.0435487223549451,1.07323601255776,1.0878905877264
2020-05-06,1.0375448932721711,1.0306355008844956,1.0598950616895988,1.0766231831420954
2020-05-07,1.0529526540081164,1.0461458013906315,1.0762880711455372,1.092401020941551
2020-05-08,1.0517079302472483,1.0449403913266642,1.0782463252524406,1.102847185599217
2020-05-11,1.046868368289286,1.040056980101812,1.072382356899388,1.098473280690748
2020-05-12,1.04496949070218,1.038669591932485,1.069188786212732,1.087276595841834
2020-05-13,1.0419638889530265,1.036370556655155,1.065291016490846,1.0769587766584756
2020-05-14,1.053070483548096,1.0459436440728762,1.072356646880813,1.083057199017591
2020-05-15,1.0533807828994586,1.0459964743833408,1.0737639298749464,1.0866498241441958
2020-05-18,1.0523398473831196,1.0456527598980665,1.0784681760558965,1.1063155254237695
2020-05-19,1.050378432094456,1.0434620456777428,1.074593068722784,1.0981626937146944
2020-05-20,1.059403168393348,1.0526938411086888,1.0862852833072625,1.1144872987664527
2020-05-21,1.0580649921461929,1.0510373463250084,1.085493005181937,1.1115835480772969
2020-05-22,1.0626876997470436,1.0553024200476155,1.0899811701421225,1.1150789852819856
2020-05-26,1.059374819671487,1.0531508874608215,1.0913528555938,1.1246830641318513
2020-05-27,1.0645123267497218,1.0580659378585255,1.0985979219706417,1.1371287372044303
2020-05-28,1.0613760880558896,1.055739151178608,1.0938150761577023,1.131980877399286
2020-05-29,1.067815395450471,1.0615878199333888,1.097804386637821,1.1344182164685608
2020-06-01,1.0652284729987314,1.060298587940872,1.0986274490507892,1.1392930261977612
2020-06-02,1.0664332571131423,1.061559841672277,1.1000253865144505,1.1465500732501384
2020-06-03,1.063601680304969,1.0596315173229085,1.1002416383484734,1.164954041608418
2020-06-04,1.053244132480136,1.0491733051530612,1.0894565804484178,1.1598121356067304
2020-06-05,1.0595398485170382,1.0547447029671368,1.0966392993858658,1.18628698299213
2020-06-08,1.0671063194310866,1.06235369628065,1.1056707183722965,1.2023803956579675
2020-06-09,1.0711959611288977,1.065958826186252,1.1074660245447634,1.1904042364786416
2020-06-10,1.0783351920424893,1.073349272741734,1.1121614211236337,1.179931994736603
2020-06-11,1.0656976288062796,1.0611183240984523,1.0969720518229436,1.1190210355143635
2020-06-12,1.0646379412358076,1.0605076547410277,1.0984120175179253,1.135057826085605
2020-06-15,1.068967789636256,1.064380736082332,1.104131577845152,1.1476932522529226
2020-06-16,1.067363103401332,1.062201544424347,1.1021658799573264,1.1636464823586714
2020-06-17,1.0682330405277247,1.063732313354901,1.1021785983555614,1.1574661288310824
2020-06-18,1.0751841765330834,1.0701704407799577,1.1083993157963046,1.1574428419774276
2020-06-19,1.0732429868398197,1.0683082167561109,1.1066032964289458,1.1523986591737372
2020-06-22,1.0760763067290504,1.0715980865785546,1.1108717738906666,1.1619258805045611
2020-06-23,1.0736450610880806,1.0692534524665385,1.1084374309699123,1.1655118635200676
2020-06-24,1.0695995248944823,1.065216753588334,1.1032218629608577,1.139156408424178
2020-06-25,1.0760362673547117,1.0719218302421822,1.1110193016436911,1.152861160735952
2020-06-26,1.0727235011086969,1.0694079294130998,1.108500873545882,1.1330174436315743
2020-06-29,1.0770047361862292,1.0731166273842838,1.114611594519542,1.1513682124034843
2020-06-30,1.079384926451847,1.0742449711720623,1.1151474276610145,1.1590377565295404
