date,Markowitz,Black-Litterman,DNN-only,DNN+RL
2018-12-31,1.005157882938385,1.004105754492283,1.0044800212383271,1.0055266575798305
2019-01-02,1.0084319469006908,1.0067271074045296,1.0069764904645429,1.0105584071542717
2019-01-03,1.0030093411667351,1.0027000325031434,0.9970540854317812,1.0017786670344728
2019-01-04,1.012894038539882,1.013510204004048,1.0194615578892017,1.023487360162329
2019-01-07,1.015124748566107,1.0154000302664357,1.0261565759850195,1.0338326590514986
2019-01-08,1.0182603075890582,1.0184236540643563,1.0334891400704158,1.0432328997520668
2019-01-09,1.0196872169119875,1.021165049178321,1.0393278596491338,1.048619491992233
2019-01-10,1.017956794075522,1.0198165523950995,1.0409371802283007,1.0501264444196632
2019-01-11,1.020226840575606,1.0207488942187226,1.0403467164165492,1.051287431746032
2019-01-14,1.0152760273515673,1.015977726382787,1.0340104775500891,1.0432904430531664
2019-01-15,1.0188639370754689,1.0189961371432452,1.0395714402793197,1.0481737222833796
2019-01-16,1.0205704703851626,1.0208099663213384,1.043122215425773,1.0534328442061154
2019-01-17,1.0243853963061142,1.0241784624870682,1.0484662749324445,1.059774928321199
2019-01-18,1.0280520711413577,1.0278859664751936,1.0559214009816609,1.0656968421466062
2019-01-22,1.025101055049349,1.023949479608298,1.0458864218792658,1.0564594484819498
2019-01-23,1.0258977552163748,1.0252510706372209,1.046801552923748,1.0548837964007398
2019-01-24,1.0296901957537044,1.0289522886790454,1.0505317610489082,1.0609231187789736
2019-01-25,1.0312463541157433,1.0314356440567227,1.057863159816776,1.068457825745436
2019-01-28,1.0269812393593136,1.0273243914166954,1.052725650502529,1.0640645624602398
2019-01-29,1.0290619173351887,1.0298171238960003,1.0536769001533424,1.064254004702666
2019-01-30,1.0364064707089111,1.036864054132849,1.063424542078041,1.0722744553806474
2019-01-31,1.0453264268820286,1.0446945020441498,1.0691430826638193,1.077978468984569
2019-02-01,1.0425552433324603,1.0422202005361636,1.0687441798088853,1.075599282514826
2019-02-04,1.044131760266956,1.0443014676295104,1.0767036452698402,1.077873705682094
2019-02-05,1.0486968902992535,1.0490998436849854,1.0804739080756534,1.0833518264561142
2019-02-06,1.048228307482581,1.048113095288857,1.078125028271272,1.0815396434904911
2019-02-07,1.0463633627561852,1.0449699146850655,1.06959040607012,1.0768628332725665
2019-02-08,1.0491726745128556,1.0471010756729895,1.069786867107901,1.078069345791372
2019-02-11,1.0474980296663492,1.0458813102135347,1.074122317857253,1.0770803989634887
2019-02-12,1.0532184693958262,1.0523110996545224,1.085283473125271,1.0841867553724127
2019-02-13,1.0530810341164627,1.0522073320218033,1.086593809527845,1.083810865663137
2019-02-14,1.0547494604505734,1.0539212761475514,1.0888925410171395,1.0858770076636397
2019-02-15,1.0615128536268752,1.0618584655620766,1.1038539595368675,1.095414136446375
2019-02-19,1.063763307241624,1.0643433114266383,1.1072000002119609,1.0983759712872856
2019-02-20,1.0634149472191723,1.064497334778031,1.110766895408443,1.0990476987197666
2019-02-21,1.0568841449056343,1.0584314613900074,1.106422776773517,1.0933294609634745
2019-02-22,1.0633139331410202,1.064673407801935,1.113869890935088,1.0993399817519165
2019-02-25,1.0625534065144286,1.0642901792020605,1.114612504720792,1.099414010782977
2019-02-26,1.064685061059898,1.0664310820375322,1.112454658885988,1.1021416085108822
2019-02-27,1.0586537985273157,1.0606987369249856,1.1104679331551215,1.096136048194227
2019-02-28,1.0558977223668968,1.0580034622055656,1.1073344285538365,1.09344487806501
2019-03-01,1.0546362184060336,1.057683701062918,1.1138399495212612,1.0938471568759367
2019-03-04,1.0560504325658369,1.0576556969195317,1.1126746006341863,1.0923876543729965
2019-03-05,1.0562203964796093,1.057539902606961,1.1118033876344895,1.0923395102538342
2019-03-06,1.054352155042301,1.0540233820800835,1.1053584089073014,1.087954735652752
2019-03-07,1.0524332728032957,1.050477324212608,1.1037496396820965,1.0819792872706302
2019-03-08,1.053210733487289,1.0513021983592297,1.1054064838688726,1.082936819976479
2019-03-11,1.0603766736639988,1.059187163301549,1.1133459171372138,1.0912749277846887
2019-03-12,1.0658905481713077,1.0635415238697985,1.118091905177948,1.0942331964247964
2019-03-13,1.0689510532370845,1.067151595634122,1.120030775370218,1.0989775006814462
2019-03-14,1.065165394750292,1.0635174275783112,1.114589286663641,1.0956992143522943
2019-03-15,1.071213741324491,1.0699806489837664,1.1201624750002657,1.1035179234936745
2019-03-18,1.073114342029335,1.0724564427664427,1.1229911780978512,1.106567552318898
2019-03-19,1.0722135982033625,1.0713795289664745,1.1200391448005798,1.1057697518699472
2019-03-20,1.0753523956632598,1.0734719654566411,1.1219016328232514,1.1073226945349717
2019-03-21,1.08318769854037,1.0805224559062652,1.130395072345652,1.112548750441233
2019-03-22,1.0789461846638966,1.071994482343975,1.1210463451599622,1.0997830667799613
2019-03-25,1.0792543846125568,1.072989286871193,1.12331133639768,1.101441296355497
2019-03-26,1.0834106727883093,1.077686139911378,1.1284377190676922,1.10652605030995
2019-03-27,1.0846368550880852,1.0788196232307308,1.1307396049338054,1.1079510715631349
2019-03-28,1.0886039703396209,1.0825046861655023,1.1367272247341922,1.1105324751786454
2019-03-29,1.091987999878055,1.0857322221329566,1.138811502717343,1.1137383899151776
2019-04-01,1.0923931088235956,1.0879781378843936,1.1379066611794324,1.1184297036427726
