date,Equal-weight (1/N),Markowitz,Black-Litterman,DNN-only,DNN+RL
2018-06-29,0.9997212460041046,0.9992718712472916,1.0005340153241158,1.0000565757751465,0.998611779361418
2018-07-02,0.9995082336947828,1.0036309371725023,1.0020361841346934,1.0009407295690274,1.0018738906041154
2018-07-03,1.0017135635922338,1.0040100040069515,1.0027506391348178,1.0004691951290927,1.005669877291819
2018-07-05,1.0098121913839753,1.013621436979535,1.012534253997995,1.0085918802875131,1.0146501333367044
2018-07-06,1.0162584263186052,1.0220369419118989,1.020417509495987,1.016006930040768,1.0216284968686855
2018-07-09,1.0209554187653251,1.029434176110026,1.02870214725174,1.0227806099456844,1.025268200780853
2018-07-10,1.0205798146076703,1.028958251566128,1.0283512965908146,1.0242972912955262,1.0226326995876982
2018-07-11,1.013267223526182,1.0211864545729312,1.018288155457931,1.0168867501660177,1.0164487470927124
2018-07-12,1.0187351693422435,1.028079254344621,1.0256139460854694,1.0241155862241278,1.020639991396303
2018-07-13,1.0196138224265323,1.0270640424428743,1.025481979584832,1.0249632079321374,1.0197945799180228
2018-07-16,1.0172240022535826,1.024557775642309,1.0235110746680498,1.0232540741064258,1.0162604546429883
2018-07-17,1.019353145275234,1.0287187017742705,1.02729993535908,1.0263281434103475,1.0188948900776331
2018-07-18,1.019617929432934,1.0310474842494308,1.029298192681433,1.0274776667022154,1.0197262897173147
2018-07-19,1.0215523799161568,1.032895888710894,1.0300030600754706,1.0267091108088828,1.0252629694503197
2018-07-20,1.018291683571484,1.0299057882999525,1.028992601924276,1.024413686345293,1.0199558945667837
2018-07-23,1.0159413337187655,1.0310839826431228,1.030255198334363,1.0240414901438204,1.0176763428083566
2018-07-24,1.0168750133852418,1.028369721776874,1.029537036105376,1.02694828923102,1.0128784827459487
2018-07-25,1.0214606200131642,1.034399311884817,1.0361856596238483,1.0335023512050308,1.0158871396333675
2018-07-26,1.0205911385023814,1.035852466185797,1.0362796568669252,1.0318954832341547,1.018122087747947
2018-07-27,1.015015690539803,1.0231264891925969,1.0265675413642132,1.0256259957186058,1.006913119499679
2018-07-30,1.0111546028974756,1.0172448701006296,1.0218709493812876,1.0210449171003435,1.0018394053604147
2018-07-31,1.0166827635169828,1.0228355907329534,1.0275688089979005,1.0254501890209835,1.0035043770694756
2018-08-01,1.0127272688631777,1.0209975713452553,1.0253756361609812,1.0197521528455298,0.998779371374586
2018-08-02,1.0146556634010282,1.025620465278989,1.0287540230505934,1.0228525436203284,0.9964425892445332
2018-08-03,1.0162719128000084,1.0273309662854104,1.0298544568809878,1.027657699975112,0.998387462143248
2018-08-06,1.0176912799579894,1.0306766208259437,1.032389703996261,1.0295272692957098,0.9968725247850264
2018-08-07,1.0198053718603106,1.0343738200696453,1.036565187324683,1.027676831839331,1.0015016937327998
2018-08-08,1.0195043182733816,1.033745273738936,1.0358718009291707,1.0281274920672978,1.001018150978937
2018-08-09,1.0212092634000225,1.0332784904910666,1.0353383798059737,1.032758559407524,1.0003686473887654
2018-08-10,1.0155402462790195,1.0258432397608714,1.0265286190555365,1.0344913209179587,0.9880139090562908
2018-08-13,1.0116657834310818,1.0214158572854726,1.0220576324051818,1.031656442999358,0.9846032887606152
2018-08-14,1.0151799154952994,1.0281434321017702,1.0281719695859155,1.0329012034557024,0.9857893367770834
2018-08-15,1.0079153338677744,1.0181445149077422,1.017271184275446,1.033426851481877,0.9762259983880028
2018-08-16,1.014038504397009,1.0265889947520637,1.025623603399513,1.0367202973983087,0.9822730345447652
2018-08-17,1.017832592703228,1.0307194658264345,1.0300325493737994,1.0389520011310809,0.9868083522351226
2018-08-20,1.0221712932182458,1.03351890268873,1.0332084935076702,1.0440152493539847,0.9915910253593336
2018-08-21,1.0264169019939966,1.0390620557036745,1.039416646328713,1.0428860074149775,0.9955444925175128
2018-08-22,1.0289038829614428,1.0398897290488405,1.0408231342163787,1.0451126339267902,0.998421711240439
2018-08-23,1.026350453234426,1.0372890276899696,1.0375302328606335,1.0455352833221767,0.9940307994666844
2018-08-24,1.0312924961433652,1.0433427496875285,1.043548636339418,1.0492856013210758,0.9992481749606428
2018-08-27,1.0356749256966382,1.0503820537819104,1.051022286604016,1.0489959304250775,1.0080902277849288
2018-08-28,1.0342588465951938,1.0508498071897143,1.0513499335241456,1.0454198613654722,1.0067356905482885
2018-08-29,1.038147793498425,1.055178056035465,1.055909375806084,1.0483335852917022,1.0116480154740604
2018-08-30,1.0349822167531653,1.0523376642487494,1.052137146458923,1.042303120936841,1.0047751703371508
2018-08-31,1.033326217174539,1.0538359990161836,1.0525770068526417,1.0376221768357798,0.9999156302120328
