date,dnn_only_gross,dnn_only_net
2022-09-30,0.990196019411087,0.989196019411087
2022-10-03,1.0121304940725562,1.0111083424235578
2022-10-04,1.0394379535125224,1.038388224031555
2022-10-05,1.0316732159161406,1.0306313280518271
2022-10-06,1.0216126560424714,1.0205809283481408
2022-10-07,1.0004275735393853,0.9994172406821252
2022-10-10,0.9918270006084096,0.9908253534787856
2022-10-11,0.9887077693849544,0.9877092723702191
2022-10-12,0.9876312368316845,0.9866338270083055
2022-10-13,1.0029936732498868,1.0019807488858339
2022-10-14,0.9847472041840603,0.9837527069482811
2022-10-17,1.0037919446769519,1.0027782141377464
2022-10-18,1.0120957824656391,1.0110736658719295
2022-10-19,0.9982880195814301,0.9972798474619594
2022-10-20,0.988183183445962,0.9871852162111177
2022-10-21,0.999565461742897,0.9985559995332458
2022-10-24,1.0016718831414941,1.00066029365466
2022-10-25,1.0253168146109382,1.024281346082979
2022-10-26,1.0307662113436518,1.0297252394642087
2022-10-27,1.029734306432004,1.028694376674415
2022-10-28,1.0425018776839732,1.0414490539427672
2022-10-31,1.0384303379521285,1.0363401770092313
2022-11-01,1.0448194154489414,1.0427163945194309
2022-11-02,1.0282346200702719,1.026164981150396
2022-11-03,1.022147368077908,1.0200899816278408
2022-11-04,1.0173633632577368,1.0153156060910795
2022-11-07,1.0131182044331997,1.011078991956395
2022-11-08,1.019923237294398,1.0178703275926744
2022-11-09,1.010733650878966,1.0086992380507493
2022-11-10,1.0589534776077394,1.056822007524146
2022-11-11,1.0600982712978289,1.057964496964281
2022-11-14,1.0537971717715005,1.0516760803417988
2022-11-15,1.0702771991578306,1.0681229365963525
2022-11-16,1.0767875036654566,1.074620137110662
2022-11-17,1.0659724269594848,1.063826829078138
2022-11-18,1.0643303282835017,1.0621880356315878
2022-11-21,1.0647976201868865,1.062654386966068
2022-11-22,1.0784085504027185,1.076237920992003
2022-11-23,1.0908153663022226,1.0886197643525979
2022-11-25,1.0895153901561851,1.087322404809011
2022-11-28,1.0825750774974623,1.0803960616674726
2022-11-29,1.0762205332988348,1.074054307946558
2022-11-30,1.1059265585476474,1.1019088457008994
2022-12-01,1.107543703207077,1.1035201154468248
2022-12-02,1.1076572241022706,1.1036332239327538
2022-12-05,1.0872316347927649,1.0832818386035548
2022-12-06,1.07392388553001,1.0700224349698664
2022-12-07,1.0723031575840647,1.0684075949551215
2022-12-08,1.0799142559930415,1.0759910430580095
2022-12-09,1.0730256176283148,1.0691274303793383
2022-12-12,1.085151637689987,1.0812093979076798
2022-12-13,1.0951740873703,1.0911954371007635
2022-12-14,1.0895539299363308,1.085595697097363
2022-12-15,1.062523378095132,1.0586633443585798
2022-12-16,1.0514964576147299,1.0476764835003396
2022-12-19,1.0431834078095883,1.0393936341155965
2022-12-20,1.0459284982444497,1.0421287519306484
2022-12-21,1.0608436881929635,1.0569897565900896
2022-12-22,1.0474360662837998,1.04363084313663
2022-12-23,1.0527009950036106,1.048876644933779
2022-12-27,1.0494121445583797,1.0455997425302899
2022-12-28,1.0362773755143135,1.0325126906966655
2022-12-29,1.0556518277254823,1.0518167575961281
