date,dnn_only_gross,dnn_only_net
2017-09-28,1.0008831471204758,0.9998831471204758
2017-09-29,1.0043881318962349,1.0033846300041451
2017-10-02,1.0078819681005589,1.0068749754551136
2017-10-03,1.0100656141630813,1.0090564397983526
2017-10-04,1.009101076232324,1.0080928655544488
2017-10-05,1.0101857391619922,1.009176444778259
2017-10-06,1.008647599592247,1.0076398419908785
2017-10-09,1.0080587985403617,1.007051629220506
2017-10-10,1.0122485546984525,1.011237199319345
2017-10-11,1.0135718910977896,1.0125592135499522
2017-10-12,1.013868234872514,1.012855261242386
2017-10-13,1.0168635856146604,1.0158476192767913
2017-10-16,1.0166168886054934,1.015601168746956
2017-10-17,1.0157289887734393,1.0147141560312796
2017-10-18,1.016247835132322,1.0152324840016167
2017-10-19,1.0159714401170998,1.0149563651375275
2017-10-20,1.0154309420339396,1.0144164070755324
2017-10-23,1.012449162045382,1.0114376062359365
2017-10-24,1.0122542272060322,1.0112428661594217
2017-10-25,1.007584444892317,1.0065777495075545
2017-10-26,1.00755889076097,1.0065522209077906
2017-10-27,1.0136746331246267,1.0121585768149641
2017-10-30,1.009203579844347,1.007694210461944
2017-10-31,1.0134925953369411,1.011976811283807
2017-11-01,1.0119027836055534,1.0103893772819468
2017-11-02,1.0139698344389334,1.0124533366248663
2017-11-03,1.0145072884157078,1.012989986783072
2017-11-06,1.0158998502436076,1.0143804658892812
2017-11-07,1.0102894803321796,1.0087784868721557
2017-11-08,1.0123468536843099,1.0108327832075097
2017-11-09,1.0081046628487007,1.0065969370114654
2017-11-10,1.0069409570794838,1.0054349716857955
2017-11-13,1.0061798824662116,1.0046750353391147
2017-11-14,1.0041563964018758,1.0026545756095762
2017-11-15,0.9995597153524912,0.9980647693769036
2017-11-16,1.010098921843205,1.0085882133833084
2017-11-17,1.0096178977373613,1.0081079086992661
2017-11-20,1.0134554099448436,1.0119396815063477
2017-11-21,1.0217583137487336,1.0202301674502172
2017-11-22,1.0217467038859762,1.0202185749512225
2017-11-24,1.0251210593484128,1.0235878837125552
2017-11-27,1.022095105863309,1.0205664558570013
2017-11-28,1.0270658223324538,1.02423080444658
2017-11-29,1.0207401406662522,1.0179225836093477
2017-11-30,1.022266211794402,1.0194444423113322
2017-12-01,1.0296943605448792,1.0268520870842563
2017-12-04,1.0294892467433439,1.0266475394599643
2017-12-05,1.0310813294941594,1.0282352275722122
2017-12-06,1.033299099909028,1.0304468762579215
2017-12-07,1.0297467203721493,1.0269043023822824
2017-12-08,1.032041337493992,1.029192585654395
2017-12-11,1.0320144310703625,1.0291657535007788
2017-12-12,1.0324984018996572,1.0296483884215781
2017-12-13,1.0371086137657444,1.0342458746835084
2017-12-14,1.0380524773961504,1.0351871329596949
2017-12-15,1.043847998814825,1.0409666569549108
2017-12-18,1.0407867768022523,1.0379138848575913
2017-12-19,1.0310859277233702,1.0282398131088946
2017-12-20,1.024019555462773,1.0211929462113534
2017-12-21,1.0284442493351205,1.0256054265663248
2017-12-22,1.0291786239838723,1.0263377741149446
2017-12-26,1.0305171462735851,1.0276726016710296
2017-12-27,1.0387716684560997,1.0359043388308924
