date,dnn_only_gross,dnn_only_net
2024-04-04,0.9940983951091766,0.9930983951091766
2024-04-05,0.9948541359889758,0.993853375761534
2024-04-08,0.9975567872740899,0.9965533083506937
2024-04-09,1.0011163311131008,1.0001092715141333
2024-04-10,0.983234712368524,0.9822456405450448
2024-04-11,0.9862956994026281,0.9853035484201349
2024-04-12,0.975833380750747,0.9748517541979314
2024-04-15,0.9646948633587379,0.9637244414486887
2024-04-16,0.9593872267859652,0.9584221440220195
2024-04-17,0.9582539984529674,0.9572900556449241
2024-04-18,0.9556956125905154,0.9547342433565519
2024-04-19,0.9549367822709188,0.9539761763721778
2024-04-22,0.9621947804111032,0.9612268734260956
2024-04-23,0.9717818781375693,0.9708043271396817
2024-04-24,0.9683904018888734,0.96741626250121
2024-04-25,0.9631814238486037,0.9622125243628111
2024-04-26,0.970958969218691,0.9699822460150367
2024-04-29,0.9767463646006992,0.9757638196439765
2024-04-30,0.9627455433092686,0.9617770822916816
2024-05-01,0.9637122646529862,0.9627428311749783
2024-05-02,0.9746798721151173,0.9736994059189036
2024-05-03,0.9844365538063895,0.9828018761379232
2024-05-06,0.99230577046189,0.9906580257931327
2024-05-07,0.9962550506963737,0.9946007481644602
2024-05-08,0.9911487509757929,0.9895029275623045
2024-05-09,0.9985562155028204,0.9968980918381929
2024-05-10,0.9934459945846125,0.9917963565496415
2024-05-13,0.995375538981838,0.9937226968976834
2024-05-14,1.003169612935823,1.0015038286274187
2024-05-15,1.0158777337924165,1.0141908473811982
2024-05-16,1.011605448579985,1.009925656388504
2024-05-17,1.0095378545400076,1.0078614956320546
2024-05-20,1.0092633248405902,1.0075874217949956
2024-05-21,1.0108566754312447,1.009178126593376
2024-05-22,1.0063645324374497,1.004693442897803
2024-05-23,0.9961195915978547,0.9944655139986326
2024-05-24,1.0031750086498736,1.0015092153817726
2024-05-28,0.9963496578381722,0.9946951982091038
2024-05-29,0.9826100687719019,0.980978424020373
2024-05-30,0.9918321919758838,0.9901852336941949
2024-05-31,0.9996818523458243,0.9980218595374691
2024-06-03,1.0049054987487327,1.0032368319653104
2024-06-04,0.999391226091595,0.9965249397901164
2024-06-05,1.0128765198610696,1.0099715573016914
2024-06-06,1.009445696652118,1.006550573804466
2024-06-07,1.0032139135662126,1.0003366636736422
2024-06-10,1.0064741480814123,1.0035875477309966
2024-06-11,1.0061357040106875,1.0032500743287933
2024-06-12,1.0177824412143572,1.0148634083141514
2024-06-13,1.0146767821454188,1.011766656375688
2024-06-14,1.007404519584685,1.0045152508987611
2024-06-17,1.015633317647447,1.0127204485030148
2024-06-18,1.0178336191024255,1.0149144394223844
2024-06-20,1.0143410161596065,1.011431853377563
2024-06-21,1.014697418757144,1.0117872338009444
2024-06-24,1.0150288012889515,1.012117665916952
2024-06-25,1.0155277492336594,1.012615182862846
2024-06-26,1.0149337223182298,1.0120228596357879
2024-06-27,1.0206324654531882,1.017705258591453
2024-06-28,1.0204833438004501,1.0175565646244293
2024-07-01,1.017565936141235,1.0146475241845685
2024-07-02,1.0228317120395927,1.0198981976676458
2024-07-03,1.0251265431054208,1.0221864470838893
