date,dnn_only_gross,dnn_only_net
2021-09-30,0.9945301124555632,0.9935301124555632
2021-10-01,1.003718259850894,1.0027090211689473
2021-10-04,0.9961107953125516,0.9951092059359835
2021-10-05,0.9963211277049319,0.9953193268391491
2021-10-06,1.0001090964305541,0.9991034867623247
2021-10-07,0.9992967316339768,0.9982919387985274
2021-10-08,0.9951076275453307,0.9941070468539241
2021-10-11,0.990599225295409,0.9896031778023375
2021-10-12,0.997958655349813,0.9969552079500296
2021-10-13,1.005177308805244,1.004166603049615
2021-10-14,1.0149323600526785,1.0139118455932956
2021-10-15,1.016042662295214,1.0150210314269574
2021-10-18,1.0191792194651952,1.018154434788793
2021-10-19,1.0161194001804248,1.015097692152227
2021-10-20,1.014745605229871,1.013725278552457
2021-10-21,1.014757455981203,1.013737117387859
2021-10-22,1.0204160170850374,1.0193899888086635
2021-10-25,1.02169062919583,1.0206633192970147
2021-10-26,1.026414216878599,1.025382157412502
2021-10-27,1.0333018839775983,1.0322628989624276
2021-10-28,1.0366759351372645,1.035633557513748
2021-10-29,1.0380189271848193,1.0364029225377973
2021-11-01,1.0387005077346347,1.037083441991994
2021-11-02,1.0420269233536845,1.0404046789934316
2021-11-03,1.0400283053809722,1.03840917250149
2021-11-04,1.0471032418388997,1.0454730945839625
2021-11-05,1.0590967562089226,1.0574479372569205
2021-11-08,1.05844637888488,1.0567985724508102
2021-11-09,1.0651164882974737,1.063458297729238
2021-11-10,1.0483300614018585,1.0466980042143923
2021-11-11,1.0490687256109772,1.0474355184591286
2021-11-12,1.048260225041858,1.046628276576766
2021-11-15,1.0395985800847258,1.037980116208532
2021-11-16,1.0385091792371777,1.0368924113578353
2021-11-17,1.0411266896525597,1.0395058467906866
2021-11-18,1.0434957969122158,1.0418712657858606
2021-11-19,1.047404816063008,1.0457741993124436
2021-11-22,1.0382298419743432,1.0366135089717676
2021-11-23,1.029028695649119,1.0274266871398934
2021-11-24,1.038544959193837,1.0369281356116797
2021-11-26,1.0422608186552926,1.0406382101630534
2021-11-29,1.039554520601361,1.0379361253176838
2021-11-30,1.025483717579096,1.0229184875654103
2021-12-01,1.0156328519323892,1.0130922636909563
2021-12-02,1.030597240822621,1.0280192194178333
2021-12-03,1.0234669699968113,1.0209067848427749
2021-12-06,1.0329156785890705,1.0303318576517877
2021-12-07,1.0507208625839244,1.0480925022828274
2021-12-08,1.051189853279609,1.0485603198062927
2021-12-09,1.0433785507913003,1.0407685571578134
2021-12-10,1.0488509242360642,1.0462272415538232
2021-12-13,1.0419894840524135,1.0393829651456616
2021-12-14,1.035420950221119,1.0328308623896159
2021-12-15,1.0478661585297637,1.0452449392221264
2021-12-16,1.0395687335062351,1.0369682700656504
2021-12-17,1.0340255742996818,1.031438976977226
2021-12-20,1.024154254858369,1.0215923504729842
2021-12-21,1.0399659706786408,1.0373645135560503
2021-12-22,1.0494722832031702,1.04684704620208
2021-12-23,1.0541187764583828,1.0514819163337341
2021-12-27,1.0658190824417333,1.0631529542014009
2021-12-28,1.0639183655105207,1.0612569918811448
2021-12-29,1.0632842883901659,1.0606245008938824
