date,dnn_only_gross,dnn_only_net
2019-12-31,0.9996637105941772,0.9986637105941772
2020-01-02,1.007508499909008,1.006500652480686
2020-01-03,1.0053683901216925,1.004362683523096
2020-01-06,1.006214540818603,1.0052079877846622
2020-01-07,1.0027466179021836,1.0017435339577774
2020-01-08,1.0039240395725022,1.0029197778103383
2020-01-09,1.007388062488392,1.006380335538006
2020-01-10,1.0070196713554185,1.0060123129200933
2020-01-13,1.0109258814013704,1.0099146154419403
2020-01-14,1.0130231324289893,1.0120097685130112
2020-01-15,1.0164911990704248,1.0154743659211387
2020-01-16,1.0221385689716858,1.021116086552709
2020-01-17,1.020821037316974,1.0197998728728728
2020-01-21,1.0188585513284105,1.0178393500304832
2020-01-22,1.020127811565153,1.0191073405800066
2020-01-23,1.0214190528656404,1.0203972902048166
2020-01-24,1.0169742294687423,1.015956913126565
2020-01-27,1.008695167467119,1.0076861329720408
2020-01-28,1.0138318139854643,1.012817641115887
2020-01-29,1.0146929435559036,1.0136779092670696
2020-01-30,1.0153299383800012,1.0143142668820564
2020-01-31,1.008135461774227,1.0061126729062462
2020-02-03,1.0122543362126855,1.0102232829658797
2020-02-04,1.0158910733962514,1.013852723162315
2020-02-05,1.0183549764577935,1.0163116824877485
2020-02-06,1.0222531847911795,1.0202020692012028
2020-02-07,1.0241914297456283,1.0221364251343186
2020-02-10,1.0298858866273501,1.027819456285644
2020-02-11,1.028840302222227,1.026775969809396
2020-02-12,1.0306643983112278,1.0285964059128065
2020-02-13,1.0316153605677747,1.0295454600965406
2020-02-14,1.034429788170062,1.0323542406473754
2020-02-18,1.0357204274887877,1.033642290343034
2020-02-19,1.0386341895725808,1.0365502060641798
2020-02-20,1.039399945477498,1.0373144255064104
2020-02-21,1.0369782973722386,1.034897636354154
2020-02-24,1.0228226405053353,1.020770382322202
2020-02-25,1.0066143347731935,1.0045945979938269
2020-02-26,1.0022511276938786,1.0002401455383134
2020-02-27,0.979914334417475,0.9779481702635565
2020-02-28,0.9864471743283805,0.9844679022575707
2020-03-02,1.008887822075391,1.0068635236225383
2020-03-03,0.9839226371869733,0.9809983535260228
2020-03-04,1.018977182280763,1.015948714175238
2020-03-05,0.9857935867107508,0.9828637424631079
2020-03-06,0.9679671953796183,0.9650903323552272
2020-03-09,0.883635555823813,0.8810093320532959
2020-03-10,0.9208028226075367,0.9180661352427592
2020-03-11,0.8694624438731947,0.8668783435361017
2020-03-12,0.7801932356307427,0.7778744493307733
2020-03-13,0.840077768194006,0.8375810010716632
2020-03-16,0.738939974302359,0.7367437954447882
2020-03-17,0.7759950485273742,0.7736887395193057
2020-03-18,0.7268632579921542,0.7247029719404292
2020-03-19,0.741057526190574,0.7388550538276462
2020-03-20,0.7158752438613082,0.7137476149199846
2020-03-23,0.7012109349572361,0.6991268893194229
2020-03-24,0.7650368056389713,0.7627630652591872
2020-03-25,0.7755721910777666,0.7732671388302238
2020-03-26,0.8222514011657751,0.8198076151944542
2020-03-27,0.7952004139388625,0.7928370253046599
2020-03-30,0.8171070615447101,0.8146785648936383
2020-03-31,0.8087303492261291,0.8063267487224167
