date,dnn_only_gross,dnn_only_net
2020-04-01,0.9641319364309311,0.9631319364309311
2020-04-02,0.9782236147359575,0.9772089988127912
2020-04-03,0.962756108495248,0.9617575355073442
2020-04-06,1.0094890179476401,1.0084419734718761
2020-04-07,1.0091656029381733,1.0081188939092471
2020-04-08,1.0293650462806607,1.0282973863397493
2020-04-09,1.0518881985741906,1.0507971775646925
2020-04-13,1.0374576344352875,1.0363815808421704
2020-04-14,1.0549192339907458,1.0538250691839082
2020-04-15,1.0373042053712322,1.0362283109151151
2020-04-16,1.0396845118104254,1.038606148494654
2020-04-17,1.0615649660547806,1.0604639082784095
2020-04-20,1.0519415134722139,1.0508504371643732
2020-04-21,1.035863888260556,1.0347894877048651
2020-04-22,1.046488209812976,1.045402789685014
2020-04-23,1.0496144727803136,1.048525810084764
2020-04-24,1.0614302881704312,1.0603293700822911
2020-04-27,1.074339387455856,1.0732250800183982
2020-04-28,1.0821172176000096,1.0809948429781238
2020-04-29,1.1078688990053633,1.1067198146766084
2020-04-30,1.0857728548479102,1.0846466885901396
2020-05-01,1.0786277844074272,1.076749776352161
2020-05-04,1.0765486747380142,1.074674286638365
2020-05-05,1.07510789209844,1.07323601255776
2020-05-06,1.0617436726736043,1.0598950616895988
2020-05-07,1.07816527391984,1.0762880711455372
2020-05-08,1.0801269435064285,1.0782463252524406
2020-05-11,1.0742527475405685,1.072382356899388
2020-05-12,1.0710536068026284,1.069188786212732
2020-05-13,1.0671490388040248,1.065291016490846
2020-05-14,1.0742269926799857,1.072356646880813
2020-05-15,1.0756367301801306,1.0737639298749464
2020-05-18,1.0803491812499193,1.0784681760558965
2020-05-19,1.076467315166588,1.074593068722784
2020-05-20,1.0881799226721107,1.0862852833072625
2020-05-21,1.0873862626986213,1.085493005181937
2020-05-22,1.0918822556706007,1.0899811701421223
2020-05-26,1.093256333541004,1.0913528555938
2020-05-27,1.1005140363662718,1.0985979219706417
2020-05-28,1.0957228485753157,1.0938150761577023
2020-05-29,1.0997191169925349,1.0978043866378213
2020-06-01,1.1005436149459369,1.0986274490507892
2020-06-02,1.1019439906156467,1.1000253865144505
2020-06-03,1.1021606196242884,1.1002416383484734
2020-06-04,1.0913567510162505,1.0894565804484178
2020-06-05,1.0985519976591316,1.0966392993858658
2020-06-08,1.107599168752486,1.1056707183722965
2020-06-09,1.109397606199765,1.1074660245447634
2020-06-10,1.114101192232482,1.1121614211236337
2020-06-11,1.0988853304648067,1.0969720518229436
2020-06-12,1.100327807669179,1.0984120175179253
2020-06-15,1.1060573437406345,1.1041315778451521
2020-06-16,1.1040882173900881,1.1021658799573264
2020-06-17,1.1041009579710575,1.1021785983555614
2020-06-18,1.1103325252468503,1.1083993157963046
2020-06-19,1.108533373360764,1.1066032964289458
2020-06-22,1.1128092956673623,1.1108717738906666
2020-06-23,1.1103707068988589,1.1084374309699123
2020-06-24,1.1051460421814057,1.1032218629608577
2020-06-25,1.1129570807302234,1.1110193016436913
2020-06-26,1.110434260127899,1.1085008735458821
2020-06-29,1.1165556390867881,1.114611594519542
2020-06-30,1.1170924067991124,1.1151474276610143
