rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2018-09-28,1.0,0.001,0.11925,0.28075,0.6,0.0
2018-10-29,0.1815,0.0001815,0.0285,0.3715,0.6,0.0
2018-11-28,0.71382,0.00071382,0.25062,0.01459,0.6,0.13479
