rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2019-12-31,1.0,0.001,0.25,0.25,0.25,0.25
2020-01-31,0.0,0.0,0.25,0.25,0.25,0.25
2020-03-03,0.0,0.0,0.25,0.25,0.25,0.25
