rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2020-09-30,1.0,0.001,0.14488,0.0,0.25512,0.6
2020-10-29,0.07643999999999998,7.643999999999998e-05,0.10666,0.0,0.29334,0.6
2020-11-30,0.10329303293032929,0.0001032930329303293,0.0984909849098491,0.05164051640516405,0.24986249862498627,0.6000060000600006
