rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2022-03-31,1.0,0.001,0.25,0.25,0.25,0.25
2022-05-02,0.0,0.0,0.25,0.25,0.25,0.25
2022-06-01,0.0,0.0,0.25,0.25,0.25,0.25
