rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2019-04-02,1.0,0.001,0.25,0.25,0.25,0.25
2019-05-02,0.0,0.0,0.25,0.25,0.25,0.25
2019-06-03,0.0,0.0,0.25,0.25,0.25,0.25
