rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2021-07-01,1.0,0.001,0.01861,0.19823,0.36355,0.41961
2021-08-02,0.1368625959740403,0.0001368625959740403,0.07383926160738392,0.12979870201297986,0.3717262827371726,0.4246357536424636
2021-08-31,0.18062482081806247,0.00018062482081806247,0.07461074610746107,0.16135161351613517,0.42971429714297144,0.3343233432334324
