rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2023-04-03,1.0,0.001,0.25,0.25,0.25,0.25
2023-05-03,0.0,0.0,0.25,0.25,0.25,0.25
2023-06-02,0.0,0.0,0.25,0.25,0.25,0.25
