rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2017-09-28,1.0,0.001,0.0,0.05439,0.6,0.34561
2017-10-27,0.03935999999999997,3.9359999999999976e-05,0.0,0.07407,0.6,0.32593
2017-11-28,0.11309999999999998,0.00011309999999999998,0.0,0.01752,0.6,0.38248
