rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2018-09-28,1.0,0.001,0.02386,0.30281,0.6,0.07333
2018-10-29,0.04771999999999995,4.771999999999995e-05,0.0,0.30443,0.6,0.09557
2018-11-28,0.60886,0.00060886,0.13382,0.0,0.6,0.26618
