rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2021-12-30,1.0,0.001,0.0,0.0,0.5402,0.4598
2022-01-31,0.11959999999999993,0.00011959999999999993,0.0,0.0,0.6,0.4
2022-03-02,0.12682000000000002,0.00012682,0.0,0.06341,0.6,0.33659
