rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2019-04-02,1.0,0.001,0.05307,0.06699,0.41472,0.46522
2019-05-02,0.15796000000000004,0.00015796000000000004,0.0,0.05397,0.4937,0.45233
2019-06-03,0.31256,0.00031256000000000003,0.0,0.07173,0.33742,0.59085
