rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2024-01-03,1.0,0.001,0.4,0.0,0.6,0.0
2024-02-02,0.0,0.0,0.4,0.0,0.6,0.0
2024-03-05,0.0,0.0,0.4,0.0,0.6,0.0
