rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2018-06-29,1.0,0.001,0.25,0.25,0.25,0.25
2018-07-31,0.0,0.0,0.25,0.25,0.25,0.25
2018-08-29,0.0,0.0,0.25,0.25,0.25,0.25
