rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2025-04-07,1.0,0.001,0.25,0.25,0.25,0.25
2025-05-07,0.0,0.0,0.25,0.25,0.25,0.25
2025-06-06,0.0,0.0,0.25,0.25,0.25,0.25
