rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2019-10-01,1.0,0.001,0.25,0.25,0.25,0.25
2019-10-30,0.0,0.0,0.25,0.25,0.25,0.25
2019-11-29,0.0,0.0,0.25,0.25,0.25,0.25
