rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2020-07-01,1.0,0.001,0.25,0.25,0.25,0.25
2020-07-31,0.0,0.0,0.25,0.25,0.25,0.25
2020-08-31,0.0,0.0,0.25,0.25,0.25,0.25
