rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2017-03-30,1.0,0.001,0.25,0.25,0.25,0.25
2017-05-01,0.0,0.0,0.25,0.25,0.25,0.25
2017-05-31,0.0,0.0,0.25,0.25,0.25,0.25
