rebalance_date,turnover,tc,w_EFA,w_IWM,w_SPY,w_TLT
2019-04-02,1.0,0.001,0.0,0.0,0.49186,0.50814
2019-05-02,0.047020000000000006,4.702000000000001e-05,0.0,0.0,0.51537,0.48463
2019-06-03,0.21151999999999999,0.00021151999999999998,0.0,0.0,0.40961,0.59039
